ProductID,ProductName,Category,SubCategory,Brand,SKU,Description,Specifications,UseCase,Price,Unit,Tags
2064,Thermostats - Leviton Model LE7125,HVAC,Thermostats,Leviton,LE7125,"This thermostats from Leviton is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 100W, Material: Copper, Compliance: CSA Certified, Color: Black",commercial,$65.53,Pack,"data, steel, commercial, industrial"
2065,Meters - Lithonia Model LI7548,Tools & Testing,Meters,Lithonia,LI7548,"This meters from Lithonia is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 50W, Material: Steel, Compliance: CSA Certified, Color: Black",residential,$863.66,Per 10ft,"breaker, steel, electrical, outdoor"
2066,Indoor Lighting - Lithonia Model LI1093,Lighting,Indoor Lighting,Lithonia,LI1093,"This indoor lighting from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 100A, Wattage: 100W, Material: Steel, Compliance: UL Listed, Color: Blue",commercial,$388.85,Pack,"outdoor, electrical, steel, data"
2067,Bushings - Leviton Model LE3368,Conduit & Fittings,Bushings,Leviton,LE3368,"This bushings from Leviton is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 100W, Material: Aluminum, Compliance: RoHS Compliant, Color: White",educational,$544.41,Per 100ft,"industrial, LED, residential, data"
2068,Sensors - Leviton Model LE9736,HVAC,Sensors,Leviton,LE9736,"This sensors from Leviton is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 50W, Material: Steel, Compliance: CSA Certified, Color: Gray",industrial,$957.11,Per ft,"industrial, industrial, residential, outdoor"
2069,Indoor Lighting - Leviton Model LE2901,Lighting,Indoor Lighting,Leviton,LE2901,"This indoor lighting from Leviton is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: Blue",commercial,$916.11,Box,"industrial, electrical, residential, commercial"
2070,Dampers - Klein Tools Model KL8248,HVAC,Dampers,Klein Tools,KL8248,"This dampers from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 5W, Material: Steel, Compliance: UL Listed, Color: Red",industrial,$275.67,Each,"steel, industrial, commercial, data"
2071,Thermostats - Hubbell Model HU9052,HVAC,Thermostats,Hubbell,HU9052,"This thermostats from Hubbell is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 100A, Wattage: 15W, Material: Steel, Compliance: RoHS Compliant, Color: Red",residential,$894.33,Per 10ft,"data, residential, residential, breaker"
2072,Conduits - Allied Model AL5423,Conduit & Fittings,Conduits,Allied,AL5423,"This conduits from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 50W, Material: Steel, Compliance: UL Listed, Color: Blue",educational,$763.78,Pack,"industrial, breaker, data, educational"
2073,Emergency Lighting - 3M Model 3M1040,Lighting,Emergency Lighting,3M,3M1040,"This emergency lighting from 3M is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 25W, Material: Plastic, Compliance: UL Listed, Color: White",residential,$891.59,Per ft,"copper, residential, steel, breaker"
2074,Hand Tools - Klein Tools Model KL2526,Tools & Testing,Hand Tools,Klein Tools,KL2526,"This hand tools from Klein Tools is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 15W, Material: Plastic, Compliance: RoHS Compliant, Color: White",commercial,$8.64,Box,"industrial, data, commercial, commercial"
2075,Sensors - 3M Model 3M8523,HVAC,Sensors,3M,3M8523,"This sensors from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: Red",healthcare,$361.24,Box,"commercial, steel, data, breaker"
2076,Receptacles - Allied Model AL2449,Wiring Devices,Receptacles,Allied,AL2449,"This receptacles from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 50W, Material: Aluminum, Compliance: CSA Certified, Color: Black",educational,$496.68,Per 10ft,"residential, LED, breaker, industrial"
2077,Receptacles - Hubbell Model HU1794,Wiring Devices,Receptacles,Hubbell,HU1794,"This receptacles from Hubbell is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 100W, Material: Aluminum, Compliance: RoHS Compliant, Color: White",educational,$325.2,Pack,"industrial, data, residential, electrical"
2078,Outdoor Lighting - GE Model GE3418,Lighting,Outdoor Lighting,GE,GE3418,"This outdoor lighting from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 15W, Material: Copper, Compliance: UL Listed, Color: Gray",residential,$741.04,Box,"LED, breaker, copper, electrical"
2079,Lockout Devices - Leviton Model LE9945,Safety,Lockout Devices,Leviton,LE9945,"This lockout devices from Leviton is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 15W, Material: Copper, Compliance: RoHS Compliant, Color: Red",commercial,$876.36,Per 100ft,"outdoor, commercial, data, electrical"
2080,Building Wire - Lithonia Model LI7164,Wire & Cable,Building Wire,Lithonia,LI7164,"This building wire from Lithonia is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 50W, Material: Copper, Compliance: UL Listed, Color: White",commercial,$954.18,Per 100ft,"residential, outdoor, steel, commercial"
2081,Lockout Devices - GE Model GE2583,Safety,Lockout Devices,GE,GE2583,"This lockout devices from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 5W, Material: Plastic, Compliance: RoHS Compliant, Color: Gray",residential,$946.97,Per 10ft,"LED, residential, residential, commercial"
2082,Building Wire - GE Model GE8661,Wire & Cable,Building Wire,GE,GE8661,"This building wire from GE is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 100W, Material: Steel, Compliance: CSA Certified, Color: Gray",healthcare,$978.31,Pack,"breaker, LED, steel, residential"
2083,Building Wire - GE Model GE7821,Wire & Cable,Building Wire,GE,GE7821,"This building wire from GE is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 5W, Material: Steel, Compliance: UL Listed, Color: Gray",commercial,$496.63,Each,"breaker, steel, commercial, electrical"
2084,Safety Glasses - Lithonia Model LI3151,Safety,Safety Glasses,Lithonia,LI3151,"This safety glasses from Lithonia is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 15A, Wattage: 5W, Material: Steel, Compliance: RoHS Compliant, Color: Blue",educational,$171.12,Box,"residential, commercial, copper, breaker"
2085,Metal Boxes - Allied Model AL4966,Electrical Boxes,Metal Boxes,Allied,AL4966,"This metal boxes from Allied is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 150W, Material: Aluminum, Compliance: UL Listed, Color: Red",healthcare,$9.22,Per 10ft,"electrical, breaker, LED, outdoor"
2086,Cables - Leviton Model LE8035,DataCom,Cables,Leviton,LE8035,"This cables from Leviton is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 25W, Material: Aluminum, Compliance: UL Listed, Color: Blue",healthcare,$805.76,Pack,"residential, healthcare, copper, outdoor"
2087,Patch Panels - Allied Model AL7157,DataCom,Patch Panels,Allied,AL7157,"This patch panels from Allied is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 100A, Wattage: 50W, Material: Plastic, Compliance: CSA Certified, Color: Blue",healthcare,$767.23,Pack,"LED, data, healthcare, copper"
2088,Wall Plates - Square D Model SQ9516,Wiring Devices,Wall Plates,Square D,SQ9516,"This wall plates from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 15W, Material: Aluminum, Compliance: RoHS Compliant, Color: Black",residential,$826.68,Per 100ft,"LED, residential, commercial, industrial"
2089,Bushings - Leviton Model LE9595,Conduit & Fittings,Bushings,Leviton,LE9595,"This bushings from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 150W, Material: Copper, Compliance: CSA Certified, Color: Red",residential,$384.83,Per 10ft,"steel, copper, residential, outdoor"
2090,Clips - Square D Model SQ4617,Fasteners,Clips,Square D,SQ4617,"This clips from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 100W, Material: Steel, Compliance: UL Listed, Color: Blue",commercial,$646.28,Pack,"commercial, industrial, commercial, residential"
2091,Building Wire - Leviton Model LE8086,Wire & Cable,Building Wire,Leviton,LE8086,"This building wire from Leviton is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 25W, Material: Aluminum, Compliance: CSA Certified, Color: White",industrial,$755.02,Per 10ft,"data, electrical, commercial, outdoor"
2092,Receptacles - Square D Model SQ8876,Wiring Devices,Receptacles,Square D,SQ8876,"This receptacles from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 5W, Material: Copper, Compliance: CSA Certified, Color: White",residential,$686.19,Pack,"industrial, LED, steel, data"
2093,Cables - 3M Model 3M2813,DataCom,Cables,3M,3M2813,"This cables from 3M is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 20A, Wattage: 150W, Material: Plastic, Compliance: CSA Certified, Color: White",educational,$776.2,Per 100ft,"data, educational, commercial, breaker"
2094,Testers - Allied Model AL4247,Tools & Testing,Testers,Allied,AL4247,"This testers from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 100A, Wattage: 50W, Material: Copper, Compliance: CSA Certified, Color: Black",educational,$999.84,Box,"copper, steel, outdoor, residential"
2095,Jacks & Plugs - Klein Tools Model KL5096,DataCom,Jacks & Plugs,Klein Tools,KL5096,"This jacks & plugs from Klein Tools is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: Red",healthcare,$324.26,Per ft,"copper, commercial, outdoor, steel"
2096,Wall Plates - Leviton Model LE7068,Wiring Devices,Wall Plates,Leviton,LE7068,"This wall plates from Leviton is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 15A, Wattage: 25W, Material: Copper, Compliance: RoHS Compliant, Color: Blue",educational,$344.07,Per 100ft,"residential, electrical, outdoor, breaker"
2097,Metal Boxes - 3M Model 3M9544,Electrical Boxes,Metal Boxes,3M,3M9544,"This metal boxes from 3M is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 5W, Material: Plastic, Compliance: UL Listed, Color: Red",educational,$921.78,Per ft,"electrical, educational, steel, commercial"
2098,Wall Plates - Leviton Model LE3220,Wiring Devices,Wall Plates,Leviton,LE3220,"This wall plates from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 50W, Material: Plastic, Compliance: CSA Certified, Color: Blue",residential,$62.69,Per 10ft,"copper, data, residential, industrial"
2099,Outdoor Lighting - 3M Model 3M7375,Lighting,Outdoor Lighting,3M,3M7375,"This outdoor lighting from 3M is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 15W, Material: Steel, Compliance: RoHS Compliant, Color: White",educational,$977.03,Pack,"commercial, data, electrical, breaker"
2100,Meters - Leviton Model LE1757,Tools & Testing,Meters,Leviton,LE1757,"This meters from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 10A, Wattage: 150W, Material: Plastic, Compliance: CSA Certified, Color: White",residential,$729.05,Pack,"outdoor, LED, commercial, data"
2101,Testers - Southwire Model SO1410,Tools & Testing,Testers,Southwire,SO1410,"This testers from Southwire is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Copper, Compliance: CSA Certified, Color: White",commercial,$522.17,Each,"LED, steel, outdoor, residential"
2102,Outdoor Lighting - Leviton Model LE5618,Lighting,Outdoor Lighting,Leviton,LE5618,"This outdoor lighting from Leviton is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 150W, Material: Steel, Compliance: UL Listed, Color: Blue",educational,$796.28,Per ft,"copper, LED, outdoor, residential"
2103,Panelboards - Allied Model AL5837,Power Distribution,Panelboards,Allied,AL5837,"This panelboards from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: CSA Certified, Color: Blue",educational,$920.85,Per ft,"copper, residential, steel, breaker"
2104,Metal Boxes - Leviton Model LE3923,Electrical Boxes,Metal Boxes,Leviton,LE3923,"This metal boxes from Leviton is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 10A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: White",residential,$265.14,Pack,"LED, steel, industrial, data"
2105,Jacks & Plugs - Southwire Model SO4755,DataCom,Jacks & Plugs,Southwire,SO4755,"This jacks & plugs from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 20A, Wattage: 5W, Material: Copper, Compliance: CSA Certified, Color: Black",educational,$650.12,Per 100ft,"data, residential, industrial, LED"
2106,Wall Plates - Square D Model SQ4801,Wiring Devices,Wall Plates,Square D,SQ4801,"This wall plates from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 15A, Wattage: 15W, Material: Plastic, Compliance: UL Listed, Color: Red",residential,$96.1,Pack,"electrical, industrial, commercial, residential"
2107,Control Cable - Square D Model SQ7763,Wire & Cable,Control Cable,Square D,SQ7763,"This control cable from Square D is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 30A, Wattage: 25W, Material: Steel, Compliance: RoHS Compliant, Color: Black",residential,$389.49,Per 100ft,"breaker, industrial, commercial, electrical"
2108,Anchors - Allied Model AL9667,Fasteners,Anchors,Allied,AL9667,"This anchors from Allied is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 100W, Material: Copper, Compliance: RoHS Compliant, Color: White",healthcare,$856.09,Pack,"residential, industrial, outdoor, commercial"
2109,Control Cable - Klein Tools Model KL9949,Wire & Cable,Control Cable,Klein Tools,KL9949,"This control cable from Klein Tools is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 50A, Wattage: 25W, Material: Steel, Compliance: UL Listed, Color: Gray",healthcare,$795.53,Each,"outdoor, commercial, copper, industrial"
2110,Control Cable - Southwire Model SO9672,Wire & Cable,Control Cable,Southwire,SO9672,"This control cable from Southwire is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 5W, Material: Steel, Compliance: RoHS Compliant, Color: White",industrial,$508.32,Each,"electrical, copper, residential, commercial"
2111,Receptacles - Hubbell Model HU7236,Wiring Devices,Receptacles,Hubbell,HU7236,"This receptacles from Hubbell is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 20A, Wattage: 15W, Material: Plastic, Compliance: UL Listed, Color: Black",residential,$268.26,Box,"steel, outdoor, residential, data"
2112,Patch Panels - Hubbell Model HU7682,DataCom,Patch Panels,Hubbell,HU7682,"This patch panels from Hubbell is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 50W, Material: Steel, Compliance: RoHS Compliant, Color: Gray",healthcare,$884.22,Per 100ft,"LED, steel, copper, electrical"
2113,Bushings - Square D Model SQ5325,Conduit & Fittings,Bushings,Square D,SQ5325,"This bushings from Square D is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 150W, Material: Copper, Compliance: UL Listed, Color: Gray",healthcare,$467.79,Pack,"steel, data, breaker, electrical"
2114,Testers - Hubbell Model HU9041,Tools & Testing,Testers,Hubbell,HU9041,"This testers from Hubbell is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 50W, Material: Aluminum, Compliance: CSA Certified, Color: Blue",industrial,$741.4,Per 100ft,"residential, electrical, industrial, commercial"
2115,Gloves - Klein Tools Model KL4908,Safety,Gloves,Klein Tools,KL4908,"This gloves from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 5W, Material: Steel, Compliance: CSA Certified, Color: Blue",industrial,$381.44,Per 10ft,"outdoor, residential, data, steel"
2116,Plastic Boxes - Lithonia Model LI4779,Electrical Boxes,Plastic Boxes,Lithonia,LI4779,"This plastic boxes from Lithonia is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 25W, Material: Aluminum, Compliance: UL Listed, Color: Red",residential,$243.37,Per ft,"steel, residential, LED, outdoor"
2117,Portable Cord - 3M Model 3M9221,Wire & Cable,Portable Cord,3M,3M9221,"This portable cord from 3M is engineered for healthcare applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 50A, Wattage: 100W, Material: Copper, Compliance: UL Listed, Color: White",healthcare,$560.17,Box,"electrical, industrial, copper, healthcare"
2118,Covers - GE Model GE2651,Electrical Boxes,Covers,GE,GE2651,"This covers from GE is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 100A, Wattage: 100W, Material: Aluminum, Compliance: CSA Certified, Color: White",industrial,$453.61,Each,"data, electrical, commercial, outdoor"
2119,Gloves - Hubbell Model HU3565,Safety,Gloves,Hubbell,HU3565,"This gloves from Hubbell is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 30A, Wattage: 15W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",residential,$252.06,Pack,"residential, steel, commercial, breaker"
2120,Safety Glasses - Allied Model AL6044,Safety,Safety Glasses,Allied,AL6044,"This safety glasses from Allied is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 30A, Wattage: 50W, Material: Aluminum, Compliance: UL Listed, Color: Black",commercial,$32.55,Per 10ft,"industrial, breaker, outdoor, residential"
2121,Switches - Klein Tools Model KL5809,Wiring Devices,Switches,Klein Tools,KL5809,"This switches from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 120V, Amperage: 30A, Wattage: 15W, Material: Aluminum, Compliance: CSA Certified, Color: Red",industrial,$273.24,Per ft,"copper, electrical, steel, commercial"
2122,Plastic Boxes - Southwire Model SO3056,Electrical Boxes,Plastic Boxes,Southwire,SO3056,"This plastic boxes from Southwire is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 50A, Wattage: 150W, Material: Copper, Compliance: RoHS Compliant, Color: Gray",educational,$255.37,Each,"copper, residential, outdoor, breaker"
2123,Screws - Square D Model SQ7795,Fasteners,Screws,Square D,SQ7795,"This screws from Square D is engineered for commercial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 50A, Wattage: 150W, Material: Aluminum, Compliance: CSA Certified, Color: Blue",commercial,$501.36,Per ft,"steel, commercial, electrical, outdoor"
2124,Gloves - Allied Model AL2336,Safety,Gloves,Allied,AL2336,"This gloves from Allied is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 20A, Wattage: 100W, Material: Plastic, Compliance: RoHS Compliant, Color: Gray",educational,$446.3,Pack,"breaker, outdoor, copper, data"
2125,Emergency Lighting - Klein Tools Model KL2186,Lighting,Emergency Lighting,Klein Tools,KL2186,"This emergency lighting from Klein Tools is engineered for industrial applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 240V, Amperage: 10A, Wattage: 150W, Material: Plastic, Compliance: UL Listed, Color: Gray",industrial,$342.95,Each,"data, LED, outdoor, commercial"
2126,Patch Panels - Square D Model SQ8955,DataCom,Patch Panels,Square D,SQ8955,"This patch panels from Square D is engineered for educational applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 277V, Amperage: 10A, Wattage: 150W, Material: Aluminum, Compliance: RoHS Compliant, Color: Blue",educational,$669.22,Pack,"copper, outdoor, breaker, commercial"
2127,Portable Cord - GE Model GE6862,Wire & Cable,Portable Cord,GE,GE6862,"This portable cord from GE is engineered for residential applications, providing unmatched reliability, performance, and ease of installation. It is designed with high-quality materials and complies with industry standards, making it ideal for professionals seeking durability and efficiency in their electrical setups.","Voltage: 480V, Amperage: 15A, Wattage: 25W, Material: Copper, Compliance: UL Listed, Color: Black",residential,$623.35,Per ft,"steel, residential, outdoor, industrial"
